flags,instruction,category,intent,response
B,"i need help, how much is express delivery",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,where is my order {{Order Number}}?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hi please cancel the purchase i just made!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,hey there delivery times to my area thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,please track order {{Order Number}} asap,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,"hello, how do i subscribe to your newsletter please",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"i need help, how do i get my money back?",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,"hello, how do i register!",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,"i need help, double charge on my account!",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"i need help, problem paying with my credit card thanks",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,hi has my parcel shipped yet,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi how do i cancel my order,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,cannot log into my account please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,"hello, what do i need to open an account?",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,hi can i stop my order from shipping!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,please registration help thanks,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,please status of my delivery please!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hi when will my order arrive,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hey there how do i register asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,"i need help, is next day shipping available asap",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hey there is next day shipping available thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,"i need help, sign me up for an account",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,hi problem paying with my credit card,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hi i want to call off order {{Order Number}} please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,the card was declined at checkout asap,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,"i need help, status of my delivery please thanks",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi how do i reset my password thanks,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,sign me up for an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,"hello, requesting reimbursement for my purchase please",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,"hello, help me create a new profile please",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,hi how much is express delivery?,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,hi i want a refund for order {{Order Number}} asap,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
